date,tvl_USD,SOL
9/8/2023,105768370.3,5299016.55
9/9/2023,103194363.4,5275785.452
9/10/2023,103225602.4,5342940.084
9/11/2023,95893699.95,5289227.797
9/12/2023,94898999.36,5364556.21
9/13/2023,96249135.19,5332362.06
9/14/2023,99622144.53,5344535.651
9/15/2023,100900351.7,5347130.453
9/16/2023,102319022.4,5326341.614
9/17/2023,101010303,5327547.624
9/18/2023,99113522.09,5305863.067
9/19/2023,104546072.1,5325831.486
9/20/2023,105939407.8,5310246.003
9/21/2023,107295445.3,5306401.842
9/22/2023,103177466.7,5312948.852
9/23/2023,103361209.7,5295143.937
9/24/2023,103553204.3,5296839.092
9/25/2023,101624834.1,5276471.139
9/26/2023,102000841.2,5276815.374
9/27/2023,107908576.2,5667467.236
9/28/2023,107811385.9,5606416.325
9/29/2023,111461772.1,5587056.246
9/30/2023,113586522.7,5589887.929
10/1/2023,118470515.3,5572460.739
10/2/2023,132239433.1,5575018.257
10/3/2023,130316954.1,5559597.019
10/4/2023,129736411.5,5537192.127
10/5/2023,127714109.4,5481292.249
10/6/2023,126316728,5501599.652
10/7/2023,129780867.9,5503853.599
10/8/2023,127745972.7,5468577.597
10/9/2023,131252922.2,5650147.316
10/10/2023,124436573.4,5635714.373
10/11/2023,124302412.7,5579102.902
10/12/2023,122871201.1,5595227.738
10/13/2023,119932507.8,5601705.175
10/14/2023,122487462.2,5598147.268
10/15/2023,120587474.7,5506277.381
10/16/2023,122783940.4,5581088.201
10/17/2023,133915106.2,5584449.8
10/18/2023,133703476.9,5580278.667
10/19/2023,131315450.6,5587891.516
10/20/2023,140003869.3,5613627.479
10/21/2023,224212469.4,8345119.643
10/22/2023,244897692.9,8329853.5
10/23/2023,240911882.2,8353393.974
10/24/2023,266342572.8,8353856.887
10/25/2023,253709019.5,8398180.055
10/26/2023,274219326.9,8421969.498
10/27/2023,275091665.8,8435806.986
10/28/2023,270300162.3,8452162.672
10/29/2023,268174630.2,8473132.075
10/30/2023,277221441.9,8459822.14
10/31/2023,317459683.6,8694652.149
11/1/2023,332153984.2,8683764.294
11/2/2023,365287345.5,8768299.22
11/3/2023,354175130,8841116.575
11/4/2023,370675722.6,8823671.27
11/5/2023,368171085,8837613.504
11/6/2023,356107993.8,8828851.991
11/7/2023,369471321.6,8853000.547
11/8/2023,384011707.5,8915990.424
11/9/2023,387457356.6,8989729.852
11/10/2023,414312182.7,9075841.898
11/11/2023,515647648.3,9097523.789
11/12/2023,521337908.8,9107929.923
11/13/2023,512907564.5,9131343.502
11/14/2023,486775819,9115652.042
11/15/2023,521163266.4,9122409.704
11/16/2023,598119679.7,9112121.872
11/17/2023,528568776.4,9154291.244
11/18/2023,535282070.9,9165788.886
11/19/2023,532652760,9182085.158
11/20/2023,554999100,9199388.364
11/21/2023,523950102.2,9271812.108
11/22/2023,485565826.3,9298464.694
11/23/2023,536302394.8,9332044.082
11/24/2023,529050678.2,9355449.658
11/25/2023,533362362.6,9376975.433
11/26/2023,550428166.5,9397783.277
11/27/2023,544308345.4,9408960.162
11/28/2023,521943542.9,9453786.323
11/29/2023,556493642.1,9555179.294
11/30/2023,569398747,9587637.171
12/1/2023,567959426,9606270.049
12/2/2023,577873348.3,9652135.431
12/3/2023,618422963.3,9681010.697
12/4/2023,613421224.7,9732210.451
12/5/2023,601256489.5,9789262.283
12/6/2023,606016345.1,9829291.254
12/7/2023,613027067.3,9890723.9
12/8/2023,686941397.5,10091690.87
12/9/2023,774524591.7,10325617.81
12/10/2023,752544061.9,10400000.86
12/11/2023,788463502.9,10621346.77
12/12/2023,756126845.8,10751128.19
12/13/2023,736340827.9,10747932.1
12/14/2023,767442802.5,10833160.83
12/15/2023,818004170.9,10814439.07
12/16/2023,791041925.7,10824328.48
12/17/2023,790374799.3,10731497.61
12/18/2023,767906698.3,10704024.23
12/19/2023,796224103.8,10709133.88
12/20/2023,789135322.1,10814517.23
12/21/2023,887725315.3,10829566.42
12/22/2023,1025369823,10874640.18
12/23/2023,1058009129,10943412.59
12/24/2023,1179412302,10948870.24
12/25/2023,1215085153,10894921.73
12/26/2023,1302391340,10805743.09
12/27/2023,1191181696,10755011.97
12/28/2023,1159130332,10741023.24
12/29/2023,1078405966,10764464.2
12/30/2023,1167149650,10994839.58
12/31/2023,1132412675,11042043.61
1/1/2024,1134758604,11112300.84
1/2/2024,1219336344,11021277.42
1/3/2024,1169151285,10973824.72
1/4/2024,1086771507,10882965.59
1/5/2024,1113721883,10687854.11
1/6/2024,1059289485,10697732.63
1/7/2024,1018232970,10709063.83
1/8/2024,957332023.2,10771123.36
1/9/2024,1032608330,10697278.88
1/10/2024,1052475163,10671668.01
1/11/2024,1078211382,10628558.74
1/12/2024,1051153331,10534421.49
1/13/2024,960172634.3,10437133.17
1/14/2024,992657460.7,10445416.1
1/15/2024,996189566.9,10439074.71
1/16/2024,987600109.2,10399074.54
1/17/2024,1035918279,10405276.48
1/18/2024,1061561655,10423818.29
1/19/2024,983320451.8,10441971.45
1/20/2024,967459199.1,10418348.27
1/21/2024,959351875.4,10409634.06
1/22/2024,946911268.8,10420504.77
1/23/2024,875507920.7,10423617.76
1/24/2024,882477944.4,10434255.87
1/25/2024,932816285.4,10496413.7
1/26/2024,909882183.3,10470450.9
1/27/2024,969337049.5,10489982.77
1/28/2024,981442352,10437553.58
1/29/2024,1004321658,10459815.93
1/30/2024,1064340785,10468582.52
1/31/2024,1057374342,10498819.58
2/1/2024,1011190187,10435027.77
2/2/2024,1041217455,10517348.03
2/3/2024,1064604216,10548991.44
2/4/2024,1020166729,10491225.1
2/5/2024,993825617.8,10375045.6
2/6/2024,1005236501,10527138.98
2/7/2024,1021325244,10543256.37
2/8/2024,1073062716,10519191.42
2/9/2024,1093374328,10557882.66
2/10/2024,1143044861,10612244.56
2/11/2024,1158646183,10646385.95
2/12/2024,1158323858,10647337.61
2/13/2024,1222006945,10638173.11
2/14/2024,1201742946,10669829.94
2/15/2024,1257287490,10713297.65
2/16/2024,1264242609,11158463.04
2/17/2024,1237119409,11186539.55
2/18/2024,1222986566,11188240.47
2/19/2024,1257537033,11194027.36
2/20/2024,1249418259,11204540.03
2/21/2024,1209246688,11208144.29
2/22/2024,1167666692,11199565.43
2/23/2024,1143918981,11199520.09
2/24/2024,1121533334,11206368.24
2/25/2024,1155398795,11157883.1
2/26/2024,1155677622,11167046.31
2/27/2024,1229265942,11180226.85
2/28/2024,1212633662,11191819.68
2/29/2024,1331727715,11197576.01
3/1/2024,1387976223,10751171.36
3/2/2024,1349241969,10328729.77
3/3/2024,1340945449,10340418.33
3/4/2024,1386799933,10427851.22
3/5/2024,1381659235,10442591.15
3/6/2024,1316646927,10415686.47
3/7/2024,1350889597,10305820.75
3/8/2024,1426007238,9794678.467
3/9/2024,1430822279,9814269.011
3/10/2024,1434074877,9816379.47
3/11/2024,1407683191,9832936.513
3/12/2024,1460770916,9825593.032
3/13/2024,1553995471,10348930.95
3/14/2024,1699758468,10212439.73
3/15/2024,1851445049,10315031.75
3/16/2024,1903476889,10439735.04
3/17/2024,1939913057,10392205.8
3/18/2024,2079393659,10409980.77
3/19/2024,2014478474,10253322.23
3/20/2024,1773781910,10258150.21
3/21/2024,1908776012,10026426.96
3/22/2024,1771572738,9914776.402
3/23/2024,1730118396,9924267.402
3/24/2024,1765944292,10068050.22
3/25/2024,1848666257,10121142.38
3/26/2024,1925942356,10144572.82
3/27/2024,1913946032,10051182.31
3/28/2024,1873287266,10116580.79
3/29/2024,1930386205,10142844.71
3/30/2024,1957994982,10174809.67
3/31/2024,1996874936,10190737.11
4/1/2024,2041421011,10211189.53
4/2/2024,2001028149,10379315.05
4/3/2024,1911659028,10358488.37
4/4/2024,1945005216,10475602.55
4/5/2024,1913198649,10494781.4
4/6/2024,1821973127,10387532.08
4/7/2024,1843602797,10389421.23
4/8/2024,1843870435,10356495.36
4/9/2024,1871211229,10356493.41
4/10/2024,1806093973,10382237.14
4/11/2024,1817771729,10388454.27
4/12/2024,1806586241,10448734.77
4/13/2024,1582752122,10416269.31
4/14/2024,1394438245,10431961.49
4/15/2024,1573151348,10405128.3
4/16/2024,1449797315,10480715.07
4/17/2024,1423218398,10420401.22
4/18/2024,1401515009,10405486.74
4/19/2024,1434303129,10174527.41
4/20/2024,1495941231,10349532.78
4/21/2024,1559065634,10349612.55
4/22/2024,1539347118,10299391.93
4/23/2024,1609737389,10307673.83
4/24/2024,1606420251,10257456.42
4/25/2024,1520345893,10255284.27
4/26/2024,1467536904,10045055.9
4/27/2024,1417991483,10051068.92
4/28/2024,1410523735,10061896.56
4/29/2024,1389715052,9842174.592
4/30/2024,1396228041,587823886
5/1/2024,1361616500,588001085.3
5/2/2024,1383149904,587799356.6
5/3/2024,1437088213,587990368.7
5/4/2024,1447125897,587808962.2
5/5/2024,1461959322,587818380.5
5/6/2024,1458276238,587844231.2
5/7/2024,1548452509,10064617.47
5/8/2024,1534595845,10191163.96
5/9/2024,1449099022,10210675.18
5/10/2024,1513294803,9991382.565
5/11/2024,1486854294,10173481.32
5/12/2024,1480743694,10169942.95
5/13/2024,1456088741,10154649.6
5/14/2024,1499272172,10145298.23
5/15/2024,1429491316,9999939.255
5/16/2024,1542989052,9885492.603
5/17/2024,1572893225,9953130.574
5/18/2024,1668347168,9933594.335
5/19/2024,1708262209,9924256.14
5/20/2024,1692504211,9930498.875
5/21/2024,1698108781,9167083.298
5/22/2024,1631339155,9150775.967
5/23/2024,1581096370,8796885.605
5/24/2024,1537661034,8638448.034
5/25/2024,1464010835,8742525.811
5/26/2024,1438242258,8598773.854
5/27/2024,1408750314,8629890.884
5/28/2024,1433316340,8421365.103
5/29/2024,1430186711,8447647.434
5/30/2024,1430926981,8462016.445
5/31/2024,1410857925,8455846.122
6/1/2024,1389022738,8354521.462
6/2/2024,1409367170,8444225.08
6/3/2024,1371709184,8418590.218
6/4/2024,1374133407,8314643.398
6/5/2024,1416965073,8324974.145
6/6/2024,1442088285,8319278.737
6/7/2024,1411270476,8302079.395
6/8/2024,1339974994,8244639.637
6/9/2024,1299150992,8247530.424
6/10/2024,1331118870,8220335.146
6/11/2024,1309035466,8210207.39
6/12/2024,1206622317,8101034.251
6/13/2024,1264893547,8176841.738
6/14/2024,1196528720,8128638.81
6/15/2024,1159948237,8116058.822
6/16/2024,1178309786,8123845.971
6/17/2024,1216335217,8128912.579
6/18/2024,1146374825,8023245.14
6/19/2024,1101876166,8023766.789
6/20/2024,1068638231,7989942.465
6/21/2024,1102329499,8239583.976
6/22/2024,1099926133,8226522.569
6/23/2024,1106534616,8233487.317
6/24/2024,1070566246,8207126.005
6/25/2024,1071100852,8175132.151
6/26/2024,1132942480,8223243.969
6/27/2024,1128195628,8205189.319
6/28/2024,1226565146,8193915.467
6/29/2024,1149422917,8204207.683
6/30/2024,1152685160,8199954.228
7/1/2024,1202224778,8211695.557
7/2/2024,1209283182,8205109.575
7/3/2024,1258176732,8194367.738
7/4/2024,1156079861,8202535.419
7/5/2024,1102002373,8184495.962
7/6/2024,1105665108,8196969.515
7/7/2024,1149587291,8024313.721
7/8/2024,1085718293,8058025.583
7/9/2024,1117583916,7947814.571
7/10/2024,1137267414,8020597.545
7/11/2024,1131190472,8021719.976
7/12/2024,1090551380,7987186.561
7/13/2024,1104199706,7997312.743
7/14/2024,1115932692,7965412.667
7/15/2024,1180807806,7967981.715
7/16/2024,1224213859,7827966.08
7/17/2024,1276337943,7974968.236
7/18/2024,1249288052,7981351.764
7/19/2024,1249608185,7891715.351
7/20/2024,1330515078,7891935.309
7/21/2024,1371606616,7859921.528
7/22/2024,1453261541,7897197.296
7/23/2024,1425057342,7923768.786
7/24/2024,1374895492,7959050.919
7/25/2024,1417692277,7964026.482
7/26/2024,1365177897,7939180.066
7/27/2024,1442723983,7908634.561
7/28/2024,1474834622,7938274.136
7/29/2024,1461614327,7938408.662
7/30/2024,1461950111,7932031.638
7/31/2024,1418600349,7913844.072
8/1/2024,1364510179,7929103.551
8/2/2024,1318898013,7916764.344
8/3/2024,1226680807,7947088.068
8/4/2024,1137197639,7976793.372
8/5/2024,1112809200,7877693.548
8/6/2024,1044351603,7887580.056
8/7/2024,1160076988,7843159.244
8/8/2024,1130639515,7769018.148
8/9/2024,1224845451,7745654.154
8/10/2024,1178506346,7681007.821
8/11/2024,1191062608,7698938.694
8/12/2024,1094257601,7614543.005
8/13/2024,1096748183,7614290.724
8/14/2024,1118722284,7583914.168
8/15/2024,806771775.7,5604055.221
8/16/2024,1086401360,7676393.463
8/17/2024,1074127513,7666923.073
8/18/2024,1086468041,7676476.771
8/19/2024,1109570295,7643205.961
8/20/2024,1101906222,7667926.233
8/21/2024,1090070615,7617316.98
8/22/2024,1094059888,7619230.893
8/23/2024,1089847088,7606752.654
8/24/2024,1158916368,7599877.898
8/25/2024,1203051765,7586690.499
8/26/2024,1222187641,7586772.271
8/27/2024,1199375615,7598004.58
8/28/2024,1117929748,7607682.72
8/29/2024,1087947213,7586781.366
8/30/2024,1059936063,7609019.375
8/31/2024,1045733157,7632723.135
9/1/2024,1022367372,7524694.179
9/2/2024,993892426.9,7521907.735
9/3/2024,1009161229,7513417.61
9/4/2024,980674728.1,7547102.752
9/5/2024,1008985173,7534527.331
9/6/2024,976529020.6,7536721.388
9/7/2024,937705279,7542704.027
9/8/2024,956771354.5,7544913.689
9/9/2024,980597133.9,7524056.209
9/10/2024,1018604859,7536398.814
9/11/2024,1019646980,7509995.704
9/12/2024,992913408.2,7490696.99
9/13/2024,1015938376,7499378.549
9/14/2024,1051005583,7533920.847
9/15/2024,1034088803,7542399.739
9/16/2024,993437188.2,7520933.917
9/17/2024,985710342.9,7527232.104
9/18/2024,999326673.1,7566274.414
9/19/2024,995647658.5,7570751.625
9/20/2024,1076543011,7597921.894
9/21/2024,1119396091,7603887.963
9/22/2024,1123823166,7591689.659
9/23/2024,1082358943,7593518.05
9/24/2024,1088040838,7545017.532
9/25/2024,1134201871,7556379.614
9/26/2024,1179419955,7908049.603
9/27/2024,1224897420,7862709.042
9/28/2024,1246279710,7890241.47
9/29/2024,1231976821,7867740.13
9/30/2024,1257149633,7902050.639
10/1/2024,1231962483,7896315.25
10/2/2024,1156101151,7918121.446
10/3/2024,1111306731,7925004.927
10/4/2024,1088331630,7948849.472
10/5/2024,1138545602,7949612.895
10/6/2024,1130170633,7925252.248
10/7/2024,1153614337,7955343.627
10/8/2024,1161672068,7936052.552
10/9/2024,1142520071,7950215.922
10/10/2024,1117802838,8017780.136
10/11/2024,1116232332,8078154.669
10/12/2024,1162500154,7976175.058
10/13/2024,1173046546,8000055.985
10/14/2024,1184788834,8002507.407
10/15/2024,1242492255,7971295.32
10/16/2024,1226900386,7992022.933
10/17/2024,1233105665,7997944.197
10/18/2024,1205019015,8014650.899
10/19/2024,1237064343,8032700.797
10/20/2024,1256214030,7988513.526
10/21/2024,1318226514,8012706.917
10/22/2024,1354803398,8089592.874
10/23/2024,1378304277,8213730.187
10/24/2024,1392346138,8121256.259
10/25/2024,1455612403,8168411.948
10/26/2024,1347928638,8089311.296
10/27/2024,1391108168,8126917.725
10/28/2024,1446138577,8152083.722
10/29/2024,1456120916,8152176.397
10/30/2024,1474922615,8224431.774
10/31/2024,1445168020,8235401.721
11/1/2024,1394415688,8274581.109
11/2/2024,1388213807,8363661.715
11/3/2024,1387132603,8386555.367
11/4/2024,1365988739,8394363.231
11/5/2024,1315398689,8392832.806
11/6/2024,1399738935,8388076.022
11/7/2024,1549947473,8220560.769
11/8/2024,1613698584,8241960.705
11/9/2024,1631698337,8197184.757
11/10/2024,1630322939,8189864.156
11/11/2024,1717063854,8183527.822
11/12/2024,1803117289,8177023.996
11/13/2024,582984205.8,2708966.487
